ID,Name,Description,Concepticon_ID,glosses,count_datasets,count_variables
202,STRENGTH,"Muscular capacity to modify the speed of an external physical object, to deform it or to oppose another force.",202,"{""english"": [""physical strength"", ""strength"", ""strength (physical)""], ""chinese"": [""\u529b\u6c14"", ""\u529b\u91cf"", ""\u529b\u91cf (\u5f3a\u5ea6)"", ""\u5b9e\u529b""], ""german"": [""staerke"", ""st\u00e4rke""], ""russian"": [""\u043a\u0440\u0435\u043f\u043e\u0441\u0442\u044c"", ""\u0441\u0438\u043b\u0430""], ""french"": [""force""], ""spanish"": [""fuerza""]}",53,334
2020,PLAINTIFF,One who commences a legal process by a complaint.,2020,"{""english"": [""plaintiff"", ""the plaintiff""], ""french"": [""plaignant""], ""portuguese"": [""queixoso""], ""russian"": [""\u0438\u0441\u0442\u0435\u0446""], ""spanish"": [""demandante""]}",23,140
2022,ADMIT,To admit to be true.,2022,"{""english"": [""admit"", ""admit (to a wrong)"", ""admit, confess"", ""admit; confess"", ""to admit""], ""chinese"": [""\u627f\u8ba4""], ""french"": [""admettre"", ""admettre, avouer"", ""admettre, avouer (un tort)""], ""portuguese"": [""admitir, confessar""], ""russian"": [""\u043f\u0440\u0438\u0437\u043d\u0430\u0432\u0430\u0442\u044c"", ""\u043f\u0440\u0438\u0437\u043d\u0430\u0432\u0430\u0442\u044c(\u0441\u044f)""], ""spanish"": [""admitir"", ""admitir, confesar, reconocer""], ""german"": [""bekennen"", ""gestehn""]}",44,266
2023,CROWD,A large group of people.,2023,"{""english"": [""crowd"", ""crowd (of people)"", ""crowd (sb.); multitude"", ""multitude, crowd"", ""the crowd""], ""french"": [""foule""], ""portuguese"": [""multid\u00e3o""], ""russian"": [""\u043c\u043d\u043e\u0436\u0435\u0441\u0442\u0432\u043e"", ""\u0442\u043e\u043b\u043f\u0430""], ""spanish"": [""multitud""], ""chinese"": [""\u4eba\u7fa4""]}",44,247
2024,PLOT,Agreement on a secret plot.,2024,"{""english"": [""conspiracy, plot"", ""conspiracy; plot"", ""plot"", ""the plot""], ""french"": [""conspiration, complot""], ""portuguese"": [""conspira\u00e7\u00e3o""], ""russian"": [""\u0437\u0430\u0433\u043e\u0432\u043e\u0440""], ""spanish"": [""conspiraci\u00f3n""], ""chinese"": [""\u60c5\u8282""]}",32,198
2030,DRAG,To draw slowly or heavily.,2030,"{""english"": [""drag"", ""pull / drag (a log)"", ""pull, drag"", ""to drag""], ""chinese"": [""\u62d6(~\u6728\u5934)""], ""german"": [""schleppen""], ""russian"": [""\u0442\u0430\u0449\u0438\u0442\u044c""], ""spanish"": [""arrastrar""], ""french"": [""trainer""]}",42,262
2033,DELIVER,To bring or transport something to its destination.,2033,"{""chinese"": [""\u9001""], ""english"": [""deliver""]}",19,131
2038,DRAGON,"A mythical creature typically depicted as a large horned serpent (Asia) or a winged, fire-breathing reptile (Europe), with magical or spiritual qualities.",2038,"{""english"": [""dragon"", ""dragon (water) (note:+water)""], ""chinese"": [""\u9f99"", ""\u9f99 ((\u6c34\u4e2d\u7684)~)""], ""russian"": [""\u043a\u0438\u0442\u044a""], ""french"": [""dragon ""], ""spanish"": [""drag\u00f3n""]}",30,163
2045,COLUMN,An upright supporting beam.,2045,"{""english"": [""column"", ""pillar"", ""pillar / column"", ""pillar,column"", ""post, pillar""], ""chinese"": [""\u67f1\u5b50""], ""german"": [""spalte"", ""st\u00fctzpfeiler""], ""french"": [""colonne""]}",37,206
2052,BUCKET,"Typically a watertight, vertical cylinder or truncated cone, with an open top and a flat bottom, attached to a semicircular carrying handle called the bail.",2052,"{""chinese"": [""\u6876"", ""\u6c34\u6876""], ""english"": [""barrel / pail / bucket"", ""bucket"", ""bucket, barrel"", ""bucket, pail"", ""bucket, wooden pail (with a handle)""], ""german"": [""eimer""], ""russian"": [""\u0432\u0435\u0434\u0440\u043e""], ""french"": [""seau"", ""seau ""]}",29,151
2056,WOK,"A versatile round-bottomed cooking vessel, originated from China.",2056,"{""english"": [""pan"", ""pot / wok"", ""wok"", ""wok (frying)""], ""chinese"": [""\u7092\u83dc\u9505"", ""\u9505"", ""\u9505 (\u7092\u83dc\u7684)"", ""\u9505 (\u7092\u83dc\u9505)"", ""\u9505(\u7092\u83dc\u7684)"", ""\u9505\uff08\u6241\u9505\uff09"", ""\u9505\uff08\u7092\u83dc\u9505\uff09""]}",13,98
2058,STOOL,A chair without back and arm rests.,2058,"{""chinese"": [""\u51f3\u5b50"", ""\u677f\u51f3""], ""english"": [""seat, stool"", ""stool"", ""stool,low chair""], ""spanish"": [""banco"", ""banqueta"", ""banquito"", ""taburete""], ""german"": [""hocker"", ""sitzschemel""], ""russian"": [""\u0442\u0430\u0431\u0443\u0440\u0435\u0442\u043a\u0430""], ""french"": [""escabeau"", ""tabouret"", ""tabouret, siege""]}",63,445
2065,STEP (VERB),"To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.",2065,"{""english"": [""step"", ""step (v)"", ""step (verb)"", ""to step""], ""german"": [""schreiten"", ""treten""], ""russian"": [""\u0448\u0430\u0433\u0430\u0442\u044c""], ""french"": [""faire un pas""]}",8,23
2069,SOAK (VERB),"To put into water in order to soften something, e.g. seeds.",2069,"{""english"": [""immerse / submerge"", ""soak"", ""soak (seeds)"", ""soak / immerse(e.g. seed)"", ""soak / steep"", ""soak; steep"", ""to soak""], ""chinese"": [""\u6ce1"", ""\u6ce1\uff08\u7c73\uff09"", ""\u6d78(\u6d78\u79cd\u5b50)"", ""\u6d78(\u79cd\u5b50)"", ""\u6d78\u5165"", ""\u6d78\u6ce1"", ""\u6d78\uff08\u79cd\uff09""], ""french"": [""(faire) tremper""]}",22,130
2071,LAY (VERB),"To place down in a position of rest, or in a horizontal position.",2071,"{""english"": [""(you) lay down!"", ""lay"", ""lay (bricks)"", ""lay aside"", ""lay down!"", ""pave / lay"", ""pave; lay"", ""put"", ""to lay""], ""chinese"": [""(-)"", ""\u653e\u7f6e"", ""\u780c(\u7816)"", ""\u94fa""], ""german"": [""legen""], ""russian"": [""\u043a\u043b\u0430\u0441\u0442\u044c""], ""french"": [""coucher""]}",29,158
2073,ROB (VERB),"To illegally take something from, especially using force or violence.",2073,"{""english"": [""rob"", ""rob (vt)"", ""rob / loot"", ""rob, loot"", ""rob, robber"", ""to grab, rob""], ""chinese"": [""\u5f37\u76dc"", ""\u62a2"", ""\u62a2\u52ab""], ""german"": [""bestehlen""]}",25,129
209,RARE,Not easily found.,209,"{""english"": [""rare""], ""german"": [""selten""], ""chinese"": [""\u7f55\u89c1 (\u7a00\u5c11/\u7a00\u6709)""], ""french"": [""rare (limit\u00e9)""], ""russian"": [""\u0440\u0435\u0434\u043a\u0438\u0439""], ""spanish"": [""raro (\u00fanico)""]}",30,195
2090,MY,Belonging to me.,2090,"{""chinese"": [""\u6211\u7684"", ""\u6211\uff08\u7684\uff09""], ""english"": [""[gen] my"", ""mine"", ""my"", ""my (pronoun p:1s)""], ""german"": [""mein"", ""mein, meins""]}",25,122
2098,FOOT OR LEG,Lower part of the human body which is used for walking.,2098,"{""english"": [""$leg/foot"", ""foot"", ""foot or leg"", ""foot+leg*"", ""foot, leg"", ""foot/leg"", ""leg // foot (n.)"", ""leg, foot"", ""leg/foot"", ""leg: foot""], ""chinese"": [""\u811a\u00b7\u817f""], ""french"": [""jambe: pied""], ""german"": [""bein: fuss""]}",8,40
2099,CHILD,A young human or the descendant of a human.,2099,"{""english"": [""$child"", ""child"", ""child (able to walk)"", ""child (young)"", ""child*"", ""children"", ""children (general term)"", ""kid""], ""chinese"": [""\u513f\u7ae5"", ""\u513f\u7ae5 (\u5c0f\u5b69)"", ""\u5b69\u5b50"", ""\u5b69\u5b50*"", ""\u5c0f\u5b69""], ""russian"": [""\u0434\u0438\u0442\u044f"", ""\u0440\u0435\u0431\u0435\u043d\u043e\u043a"", ""\u0440\u0435\u0431\u0451\u043d\u043e\u043a""], ""french"": [""aux enfants"", ""enfant"", ""gosse (gamin)""], ""german"": [""kind""], ""spanish"": [""ni\u00f1o""], ""portuguese"": [""crian\u00e7a""]}",65,368
21,TASTE (SOMETHING),To try the flavor of something.,21,"{""english"": [""taste"", ""taste ('have a look')"", ""taste (eat sample)"", ""taste (something)"", ""taste (tr.)"", ""tastes st."", ""to taste""], ""chinese"": [""\u54c1\u5473"", ""\u5690"", ""\u5c1d"", ""\u5c1d (\u770b\u4e00\u4e0b)""], ""german"": [""kosten"", ""probieren"", ""schmecken""], ""russian"": [""\u0432\u043a\u0443\u0441"", ""\u043f\u0440\u043e\u0431\u043e\u0432\u0430\u0442\u044c""], ""french"": [""go\u00fbter"", ""sentir (le go\u00fbt de), go\u00fbter""], ""portuguese"": [""sabor, gosto""], ""spanish"": [""catar"", ""gustar, saborear""]}",38,205
210,LIFE,The time between birth or conception and death.,210,"{""english"": [""life"", ""life / livelihood"", ""the life""], ""chinese"": [""\u4eba\u751f"", ""\u751f"", ""\u751f\u547d"", ""\u751f\u6d3b""], ""german"": [""das leben"", ""leben""], ""russian"": [""\u0436\u0438\u0437\u043d\u044c""], ""french"": [""vie""], ""spanish"": [""vida""]}",60,336
2108,RAINING OR RAIN,The process by which water falls from the clouds or the water that falls from the clouds.,2108,"{""english"": [""*rain"", ""rain"", ""rain "", ""rain+"", ""raining or rain""], ""russian"": [""\u0434\u043e\u0436\u0434\u044c"", ""\u0438\u0434\u0451\u0442 \u0434\u043e\u0436\u0434\u044c""], ""spanish"": [""llover"", ""lluvia""], ""german"": [""regnen""]}",23,144
2113,OLD (USED),To be old (of things).,2113,"{""english"": [""(be) old (not new)"", ""old"", ""old (cu)"", ""old (inan)"", ""old (not new)"", ""old (object)"", ""old (object)*"", ""old (of things)"", ""old (of things/objects)"", ""old (thing)"", ""old (things)"", ""old (used)"", ""old (vs. new)"", ""old [thing]"", ""old of things"", ""old, used"", ""old1 (of things)"", ""old; worn (house)"", ""used /"", ""used, old""], ""chinese"": [""\u65e7"", ""\u65e7(\u670d)"", ""\u65e7*""], ""french"": [""(\u00eatre) vieux, ancien""], ""german"": [""alt""], ""russian"": [""\u0441\u0442\u0430\u0440\u044b\u04391 (\u043e \u0432\u0435\u0449\u0430\u0445)""]}",20,129
2114,BELLY OR STOMACH,"The lower part of the front of the torso, including the interior part below.",2114,"{""english"": [""abdomen"", ""belly (abdomen, stomach)"", ""belly, abdomen"", ""belly, stomach"", ""belly/stomach"", ""stomach (belly, e.g. stomach is full)"", ""stomach; belly""], ""chinese"": [""\u8179\u90e8""], ""french"": [""abdomen""], ""russian"": [""\u0436\u0438\u0432\u043e\u0442""], ""spanish"": [""abdomen""]}",15,68
2115,CEASE OR FINISH,"To stop doing something, voluntarily or involuntarily.",2115,"{""english"": [""stop"", ""to come to end, to ceise"", ""to stop""]}",7,35
2131,TORCH OR LAMP,Any portable device that produces light.,2131,"{""english"": [""lamp"", ""lamp or torch"", ""lamp, torch"", ""the lamp or torch"", ""torch or lamp""], ""french"": [""lampe"", ""lampe, torche""], ""portuguese"": [""candeeiro, tocha""], ""russian"": [""\u043b\u0430\u043c\u043f\u0430, \u0444\u043e\u043d\u0430\u0440\u044c""], ""spanish"": [""l\u00e1mpara, antorcha""]}",9,59
2134,RAISE (BRING UP),"To take care of an infant or some other living creature, usually until it can live independently.",2134,"{""english"": [""bring up"", ""bring up (a child)"", ""bring up child"", ""raise"", ""raise (a child)"", ""raise (v)"", ""raise, feed (animals)"", ""rear"", ""support / raise"", ""to bring up"", ""to raise""], ""chinese"": [""\u517b\u6d3b"", ""\u517b\uff08\u517b\u9e21\uff09"", ""\u63d0\u9ad8""], ""german"": [""aufziehen""], ""russian"": [""\u0432\u044b\u0440\u0430\u0449\u0438\u0432\u0430\u0442\u044c"", ""\u0440\u0430\u0441\u0442\u0438\u0442\u044c""], ""french"": [""\u00e9lever"", ""\u00e9lever (un enfant)""], ""spanish"": [""aumentar""]}",38,218
2139,MUROID (MOUSE OR RAT),"A large superfamily of rodents, including hamsters, gerbils, true mice and rats, and many other relatives.",2139,"{""english"": [""mouse"", ""mouse, rat"", ""mouse~rat"", ""rat"", ""rat, mouse"", ""rat/mouse"", ""rat/rodent"", ""the mouse or rat""], ""chinese"": [""\u8001\u9f20""], ""french"": [""souris, rat""], ""portuguese"": [""rato, camundongo, ratinho""], ""russian"": [""\u043c\u044b\u0448\u044c, \u043a\u0440\u044b\u0441\u0430""], ""spanish"": [""rat\u00f3n, rata""], ""german"": [""ratte, maus""]}",10,65
214,STRETCH,To lengthen by pulling.,214,"{""english"": [""reach out(hand)"", ""stretch"", ""stretch (itr)"", ""stretch (tr.)"", ""stretch oneself"", ""stretch out (the arm)"", ""to stretch""], ""chinese"": [""\u4f38"", ""\u4f38 (\u4f38\u624b)"", ""\u4f38(\u624b)"", ""\u6490""], ""french"": [""\u00e9tendre"", ""\u00e9tirer, tendre""], ""portuguese"": [""esticar""], ""russian"": [""\u0442\u044f\u043d\u0443\u0442\u044c, \u043d\u0430\u0442\u044f\u0433\u0438\u0432\u0430\u0442\u044c""], ""spanish"": [""alargar, estirar, tender""], ""german"": [""ausstrecken""]}",30,182
2142,RUN AWAY,Leave a dangerous situation by moving one's body away from it.,2142,"{""english"": [""escape"", ""escape / run away"", ""escape; run away"", ""flee"", ""flee, run away from"", ""run away"", ""run away (vi)"", ""run/flee""], ""chinese"": [""\u9003\u8dd1"", ""\u9003\u8dd1 [b = tao]"", ""\u9003\u9038 (\u9003\u8d70)""], ""french"": [""s'enfuir, fuir, s'\u00e9chapper"", ""s'\u00e9chapper (\u00e9chapper)""], ""russian"": [""\u0432\u044b\u0440\u0432\u0430\u0442\u044c\u0441\u044f (\u0443\u0431\u0435\u0433\u0430\u0442\u044c)""], ""spanish"": [""escapar""], ""german"": [""weglaufen""]}",25,161
2144,SPRING OR WELL,A natural or human-made source of fresh water.,2144,"{""english"": [""spring (sb., of water); well (sb.)"", ""spring or well"", ""spring, well"", ""spring/well"", ""the spring or well"", ""well""], ""french"": [""source, puits""], ""portuguese"": [""nascente, po\u00e7o""], ""russian"": [""\u0440\u043e\u0434\u043d\u0438\u043a, \u0438\u0441\u0442\u043e\u0447\u043d\u0438\u043a, \u043a\u043e\u043b\u043e\u0434\u0435\u0446""], ""spanish"": [""manantial, pozo""], ""chinese"": [""\u4e95""]}",9,65
215,LIE DOWN,(For a human or animal) to assume a horizontally extended position on a surface.,215,"{""english"": [""*lie (down)"", ""*lie down"", ""i lie down"", ""lie"", ""lie (down)"", ""lie (down) (v.)"", ""lie (lie down, verb)"", ""lie down"", ""lie down (turn over)"", ""lie down!"", ""lie_down"", ""lies"", ""sit, lie down (v)"", ""to lie"", ""to lie (state; as in a bed)"", ""to lie down"", ""to lie down (to sleep)"", ""to lie*""], ""chinese"": [""\u8eba"", ""\u8eba*""], ""spanish"": [""acostarse"", ""acostarse, echarse""], ""russian"": [""lgat"", ""\u043b\u043e\u0436\u0438\u0442\u044c\u0441\u044f""], ""french"": [""se coucher"", ""vous coucher"", ""\u00eatre couche""], ""portuguese"": [""deitado"", ""deitar (-se)"", ""deitar-se""], ""german"": [""sich legen"", ""sich niederlegen""]}",31,165
2151,COARSE,Unrefined with reference to material.,2151,"{""english"": [""coarse"", ""thick"", ""thick (3d)"", ""thick (of a growth, hair)"", ""thick (rope)"", ""thick,coarse"", ""wide (in diameter)"", ""wide (in diameter) / coarse (of roasted barley)""], ""chinese"": [""\u7c97"", ""\u7c97 (\u7c97\u5927)"", ""\u7c97(\u7c97\u5927)"", ""\u7c97\u7cd9""]}",32,199
2157,FINE OR THIN,Of a substance: divided into or consisting of very small pieces.,2157,"{""english"": [""delicate, fine"", ""fine"", ""fine (sand)"", ""fine or thin"", ""fine, powder-like"", ""fine,thin"", ""thin"", ""thin (in density)"", ""thin (in diameter)"", ""thin (in diameter) / fine / tiny (of a rope)""], ""chinese"": [""\u7d30"", ""\u7ec6"", ""\u7ec6\uff08\u6c99\u5b50\uff09""], ""german"": [""fein""], ""russian"": [""\u0442\u043e\u043d\u043a\u0438\u0439, \u0445\u0440\u0443\u043f\u043a\u0438\u0439""]}",17,93
2159,GROUND,The top layer of the earth.,2159,"{""chinese"": [""\u5730"", ""\u5730 (\u5927\u5730/\u8349\u5730)"", ""\u5730(\u65f1\u5730)"", ""\u5730\uff08\u5730\u4e0b\uff09"", ""\u5730\uff1b\u571f\u5730 [b = \u5730\uff08\u5929\u5730\uff09]""], ""english"": [""earth"", ""earth / ground"", ""earth1"", ""ground"", ""ground, land"", ""ground/earth"", ""the ground""], ""german"": [""boden""], ""russian"": [""\u0437\u0435\u043c\u043b\u044f"", ""\u043f\u043e\u043b\u044a""], ""french"": [""plancher"", ""sol"", ""sol, terre""]}",33,191
216,MOVIE,A sequence of animated images.,216,"{""chinese"": [""\u7535\u5f71"", ""\u96fb\u5f71""], ""english"": [""film"", ""film/movie"", ""movie"", ""the film/movie""], ""french"": [""film"", ""long m\u00e9trage""], ""russian"": [""\u0444\u0438\u043b\u044c\u043c""], ""spanish"": [""pel\u00edcula""]}",53,325
2181,LIGHT (IN TASTE),Light or watery in taste.,2181,"{""chinese"": [""\u6de1""], ""english"": [""bland""]}",23,146
2182,LEFT HAND,The left hand of a human.,2182,"{""english"": [""left"", ""left (hand)"", ""left hand"", ""left-hand""], ""chinese"": [""\u5de6\u624b""], ""german"": [""linke hand""], ""portuguese"": [""m\u00e3o esquerda""]}",5,13
2183,RIGHT HAND,The right hand of a human.,2183,"{""english"": [""right"", ""right (hand)"", ""right hand"", ""right-hand""], ""chinese"": [""\u53f3\u624b""], ""german"": [""rechte hand""], ""portuguese"": [""m\u00e3o direita""]}",6,19
2190,TASTE,The sensory impression of food or other substances on the tongue.,2190,"{""english"": [""flavour"", ""taste"", ""taste (n)"", ""taste (n.)""], ""german"": [""geschmack"", ""ge\u00dfchmak""], ""russian"": [""\u0432\u043a\u0443\u0441"", ""\u0432\u043a\u0443\u0441\u044a""], ""french"": [""gout"", ""go\u00fbt""], ""chinese"": [""\u542b"", ""\u5473\u9053""]}",43,290
2191,LOW (HEIGHT),Having little relative height; not high or tall.,2191,"{""chinese"": [""\u77ee""], ""english"": [""low"", ""low (height)"", ""low (size)"", ""short (a. in height, b. in length)"", ""short (height)"", ""to be short"", ""to be short (height)""], ""russian"": [""nizkij""]}",4,16
2205,PEAK,The highest or lowest point on a surface.,2205,"{""english"": [""highest point, utmost"", ""peak""]}",23,133
221,FIRE,"The state of combustion in which inflammable material burns, producing heat, flames and often smoke.",221,"{""english"": [""*fire"", ""fire"", ""fire "", ""fire (for cooking)/heat"", ""fire (n.)"", ""fire*"", ""fire, (firewood)"", ""fire-"", ""the fire""], ""french"": [""feu""], ""chinese"": [""\u706b"", ""\u706b*""], ""german"": [""feuer""], ""russian"": [""ogon"", ""\u043e\u0433\u043e\u043d\u044c"", ""\u043f\u043e\u0436\u0430\u0440""], ""spanish"": [""candela, fuego"", ""fuego"", ""fuego, lumbre"", ""lumbre""], ""portuguese"": [""fogo""]}",78,430
2214,AFFAIR,That which is considered to exist as a separate quality or concept.,2214,"{""english"": [""affair"", ""matter"", ""matter / affair""], ""chinese"": [""\u4e8b\u60c5""], ""german"": [""angelegenheit""], ""russian"": [""\u0434\u0435\u043b\u043e""]}",32,186
2218,EXPERIENCED,"To have apprehended objects, thoughts, or emotions through senses and mind.",2218,"{""english"": [""experienced"", ""to have experience""], ""german"": [""erfahren""]}",16,83
2224,BEND (SOMETHING),To carry out a movement to turn something into a curved shape.,2224,"{""english"": [""bend"", ""bend (trans. \u2014 twig)"", ""bend it (v)"", ""to bend""], ""chinese"": [""\u4f7f\u5f2f\u66f2"", ""\u5f04\u5f2f""], ""german"": [""biegen""], ""russian"": [""\u043f\u043e\u0433\u043d\u0443\u0442\u044c""]}",22,121
2230,UNTAMED OR WILD,"Not cultivated, domesticated or controlled by humans.",2230,"{""english"": [""wild"", ""wild, untamed"", ""wild/meadow saffron, colchicum autumnale; lions tooth, taraxacum""], ""german"": [""ungez\u00e4hmt"", ""wild""]}",28,160
2243,REPAIR,To restore something by replacing a broken part or putting together what is broken.,2243,"{""english"": [""arrange, put right, repair"", ""mend"", ""mend (clothes)"", ""mend, repair"", ""patch (clothing)"", ""repair"", ""repair it (v)"", ""repair, mend"", ""repairs st."", ""tinker"", ""to mend"", ""to patch""], ""chinese"": [""\u4fee\u7406"", ""\u8865"", ""\u8865 (\u8865\u8863\u670d)"", ""\u8865(~\u9505)"", ""\u8865(\u8865\u8863\u670d)"", ""\u8865\uff08\u8863\u670d\uff09""], ""german"": [""reparieren""], ""russian"": [""\u0440\u0435\u043c\u043e\u043d\u0442\u0438\u0440\u043e\u0432\u0430\u0442\u044c"", ""\u0447\u0438\u043d\u0438\u0442\u044c""], ""french"": [""r\u00e9parer""], ""spanish"": [""reparar""]}",42,229
2246,BELL,A simple sound-making device.,2246,"{""chinese"": [""\u949f"", ""\u949f\u58f0"", ""\u94c3"", ""\u94c3\u94db""], ""english"": [""bell"", ""bells"", ""call"", ""chime""], ""german"": [""glocke""], ""russian"": [""\u0437\u0432\u043e\u043d\u043e\u043a (\u043a\u043e\u043b\u043e\u043a\u043e\u043b)"", ""\u043a\u043e\u043b\u043e\u043a\u043e\u043b\u044c\u0447\u0438\u043a""], ""spanish"": [""campana""], ""french"": [""cloche"", ""cloche (sonnette)""]}",61,418
2248,KNOW (SOMEBODY),To have met and recognize somebody.,2248,"{""english"": [""know"", ""know (s.o.)"", ""know (someone)"", ""know [sb]"", ""recognise"", ""recognize (sb.)"", ""to know (a person)""], ""chinese"": [""\u8ba4\u8bc6""], ""german"": [""kennen""]}",8,34
2250,LEAF (LEAFLIKE OBJECT),"An object that is similar in shape to the leaves of a tree, such as a sheet of paper.",2250,"{""english"": [""leaf"", ""leaf (leaflike object)"", ""leaf (of tree)"", ""the leaf""], ""spanish"": [""hoja""], ""chinese"": [""\u6811\u53f6 [b only]""]}",5,26
2252,PATH,A narrow piece of ground that people can walk along.,2252,"{""french"": [""chemin"", ""le sentier"", ""sentier"", ""sentier, chemin""], ""english"": [""*path"", ""path"", ""path / way"", ""path, road, trail"", ""path, trail, way"", ""path2"", ""path2, road, trail"", ""road/trail"", ""the path""], ""german"": [""pfad"", ""weg""], ""russian"": [""\u0434\u043e\u0440\u043e\u0436\u043a\u0430"", ""\u0434\u043e\u0440\u043e\u0436\u043a\u0430, \u0442\u0440\u043e\u043f\u0438\u043d\u043a\u0430"", ""\u0442\u0440\u043e\u043f\u0430""], ""chinese"": [""\u8def"", ""\u8def\u5f84""], ""spanish"": [""camino"", ""camino, senda"", ""trocha""], ""portuguese"": [""caminho"", ""caminho, vereda""]}",47,268
2253,DRIP (EMIT LIQUID),To emit drops of liquid.,2253,"{""english"": [""drip"", ""drip (emit liquid)"", ""leak"", ""leak (barrel)"", ""leak (iron pot)"", ""leak (v)"", ""leak (v.)"", ""to drip"", ""to leak""], ""chinese"": [""\u6ef4"", ""\u6f0f"", ""\u6f0f (\u6c34\u6876\u6f0f\u6c34)"", ""\u6f0f(~\u6c34) ((\u77f3\u9505)~)"", ""\u6f0f(\u6c34)"", ""\u6f0f\uff08\u6c34\uff09""], ""german"": [""tropfen"", ""tr\u00f6pfeln""], ""french"": [""fuir, s'\u00e9chapper (liquide)"", ""s'\u00e9goutter""], ""portuguese"": [""gotejar, escorrer""], ""russian"": [""\u043a\u0430\u043f\u0430\u0442\u044c"", ""\u043b\u0438\u0442\u044c \u043f\u043e \u043a\u0430\u043f\u043b\u044f\u043c""], ""spanish"": [""gotear"", ""gotear, escurrir""]}",36,283
227,FISH,A cold-blooded vertebrate animal that lives in water that moves with the help of fins and breathes using gills (Pisces).,227,"{""english"": [""*fish"", ""a fish"", ""fish"", ""fish "", ""fish (1)"", ""fish (2)"", ""fish (generic)"", ""fish (n)"", ""fish (n.)"", ""fish (noun)"", ""fish*"", ""fish+"", ""fish2"", ""the fish"", ""the fish (one piece of fish)""], ""french"": [""poisson"", ""poi\u00df\u00dfon""], ""chinese"": [""\u4e00\u689d\u9b5a"", ""\u9b5a"", ""\u9c7c"", ""\u9c7c*""], ""german"": [""fisch"", ""fi\u00dfch""], ""russian"": [""ryba"", ""\u043f\u0435\u0440\u043e"", ""\u0440\u044b\u0431\u0430""], ""spanish"": [""pescado"", ""pez"", ""pez, pescado""], ""portuguese"": [""peixe""]}",82,485
2272,HOT OR WARM,Having a higher temperature than normal.,2272,"{""english"": [""*warm (hot) / warm"", ""*warm-hot"", ""hot"", ""hot (warm)"", ""hot or warm"", ""hot/warm"", ""war, hot (adj)"", ""warm"", ""warm (hot)"", ""warm (hot) "", ""warm / hot sw"", ""warm(hot)"", ""warm, hot"", ""warm, hot (adj.)"", ""warm/hot"", ""warm_hot""], ""chinese"": [""\u70ed"", ""\u71b1""], ""spanish"": [""caliente""], ""french"": [""chaud""], ""portuguese"": [""quente""]}",11,62
2277,WHOLE,In its entirety.,2277,"{""chinese"": [""\u5168\u90e8""], ""english"": [""all / whole, the"", ""all; whole"", ""entire"", ""total"", ""total, whole, entire"", ""whole"", ""whole (not broken)"", ""whole (unbroken)""], ""german"": [""ganz""], ""french"": [""entier, l'ensemble, le tout""], ""russian"": [""celyj""]}",37,225
228,CARVE,To cut or to chip in order to form something.,228,"{""english"": [""carve"", ""carve figure"", ""carve it (v)"", ""to carve""], ""french"": [""sculpter"", ""sculpter, graver"", ""tailler""], ""portuguese"": [""esculpir""], ""russian"": [""\u0432\u044b\u0440\u0435\u0437\u0430\u0442\u044c"", ""\u0432\u044b\u0441\u0435\u043a\u0430\u0442\u044c""], ""spanish"": [""esculpir"", ""tallar""], ""german"": [""schnitzen""]}",41,274
2287,HORIZON,"The apparent line that separates earth from sky, the line that divides all visible directions into two categories: those that intersect the Earth's surface, and those that do not.",2287,"{""english"": [""horizon""], ""spanish"": [""horizonte""]}",19,114
2291,VOLCANO,"A rupture on the crust of a planetary-mass object, such as Earth, that allows hot lava, volcanic ash, and gases to escape from a magma chamber below the surface.",2291,"{""english"": [""volcano""], ""french"": [""volcan"", ""volcan ""], ""chinese"": [""\u706b\u5c71""], ""russian"": [""\u0432\u0443\u043b\u043a\u0430\u043d""], ""spanish"": [""volc\u00e1n""]}",39,248
2294,WRINKLE,"A fold, ridge or crease in the skin.",2294,"{""english"": [""wrinkle"", ""wrinkle (on forehead) (note:+face)"", ""wrinkle (on skin)""], ""chinese"": [""\u76b1\u7eb9 ((\u8138\u4e0a\u7684)~)""], ""french"": [""ride (sur la peau)""]}",19,111
2296,SUNRISE,The instant at which the upper edge of the Sun appears over the eastern horizon in the morning.,2296,"{""english"": [""sunrise"", ""the sun rises""], ""chinese"": [""\u65e5\u51fa""], ""french"": [""lever de soleil"", ""lever du soleil""], ""russian"": [""\u0440\u0430\u0441\u0441\u0432\u0435\u0442""], ""spanish"": [""amanecer""]}",33,254
2297,DUSK,The darkest stage of twilight in the evening.,2297,"{""english"": [""dusk"", ""dusk / twilight"", ""dusk, twilight (after sunset)"", ""twilight""], ""chinese"": [""\u508d\u665a"", ""\u9ec4\u660f""], ""french"": [""cr\u00e9puscule""], ""german"": [""abendr\u00f6the""], ""russian"": [""\u0441\u0443\u043c\u0435\u0440\u043a\u0438""], ""spanish"": [""oscuridad""]}",47,268
2298,VIRGIN,A person who has never engaged in sexual intercourse.,2298,"{""english"": [""virgin""], ""french"": [""vierge""]}",26,173
2299,STRAW,"The dry stalks of cereal plants, after the grain and chaff have been removed.",2299,"{""english"": [""straw"", ""straw (wheat)""], ""chinese"": [""\u7a3b\u8349"", ""\u9ea6\u79f8""], ""french"": [""de paille"", ""paille""], ""german"": [""stroh""], ""russian"": [""\u0441\u043e\u043b\u043e\u043c\u0430""], ""spanish"": [""ca\u00f1ita""]}",31,183
