ID,Dataset_ID,Language_ID,Name,Note,Other,Source,Category,Structure,Rating,Tag,Datatype,valueUrl
Kapucu-2018-EmotionRatings-TURKISH_VALENCE_MEAN,Kapucu-2018-EmotionRatings,tur,,Mean value for all valid responses on a 9-point Likert SAM scale for valence.,,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Kapucu-2018-EmotionRatings-TURKISH_AROUSAL_MEAN,Kapucu-2018-EmotionRatings,tur,,Mean value for all valid responses on a 9-point Likert SAM scale for arousal.,,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Kapucu-2018-EmotionRatings-TURKISH_HAPPINESS_MEAN,Kapucu-2018-EmotionRatings,tur,,Mean value for all valid responses on a scale ranging from 0 (low intensity) to 100 (strong intensity) for the emotional category happiness.,,,ratings,mean,user,happiness,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Kapucu-2018-EmotionRatings-TURKISH_ANGER_MEAN,Kapucu-2018-EmotionRatings,tur,,Mean value for all valid responses on a scale ranging from 0 (low intensity) to 100 (strong intensity) for the emotional category anger.,,,ratings,mean,user,anger,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Kapucu-2018-EmotionRatings-TURKISH_SADNESS_MEAN,Kapucu-2018-EmotionRatings,tur,,Mean value for all valid responses on a scale ranging from 0 (low intensity) to 100 (strong intensity) for the emotional category sadness.,,,ratings,mean,user,sadness,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Kapucu-2018-EmotionRatings-TURKISH_FEAR_MEAN,Kapucu-2018-EmotionRatings,tur,,Mean value for all valid responses on a scale ranging from 0 (low intensity) to 100 (strong intensity) for the emotional category fear.,,,ratings,mean,user,fear,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Kapucu-2018-EmotionRatings-TURKISH_DISGUST_MEAN,Kapucu-2018-EmotionRatings,tur,,Mean value for all valid responses on a scale ranging from 0 (low intensity) to 100 (strong intensity) for the emotional category disgust.,,,ratings,mean,user,disgust,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Kapucu-2018-EmotionRatings-TURKISH_CONCRETENESS_MEAN,Kapucu-2018-EmotionRatings,tur,,Mean value for all valid responses on a scale ranging from 0 (low intensity) to 100 (strong intensity) for concreteness.,,,ratings,mean,user,concreteness,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""100""}",
Lewis-2016-499-COMPLEXITY,Lewis-2016-499,eng,,This is the intuitive complexity of the word on a scale from 1 to 7 based on a survey with 240 valid participants.,,,ratings,mean,user,complexity,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Gampe-2017-48-MEAN_SWISS_GERMAN,Gampe-2017-48,deu,,Mean of whether children understand the word for this concept in Swiss German.,in Swiss German,,ratings,mean,user,familiarity,"""float""",
Gampe-2017-48-MEAN_SECOND_L1,Gampe-2017-48,deu,,Mean of whether children understand the word for this concept in their other native language.,in second L1,,ratings,mean,user,familiarity,"""float""",
Gampe-2017-48-MEAN_TRANSLATIONAL_EQUIV,Gampe-2017-48,deu,,Mean of whether children understand the word for this concept in both languages.,in both L1,,ratings,mean,user,familiarity,"""float""",
Gampe-2017-48-MEAN_CONCEP_VOCAB,Gampe-2017-48,eng,,Mean of whether children understand the word for this concept in any of their native languages.,in any L1,,ratings,mean,user,familiarity,"""float""",
Luniewska-2016-299-AFRIKAANS_AOA,Luniewska-2016-299,afr,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-CATALAN_AOA,Luniewska-2016-299,cat,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-DANISH_AOA,Luniewska-2016-299,dan,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-DUTCH_AOA,Luniewska-2016-299,nld,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-ENGLISH_AOA,Luniewska-2016-299,eng,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-FINNISH_AOA,Luniewska-2016-299,fin,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-GERMAN_AOA,Luniewska-2016-299,deu,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-GREEK_AOA,Luniewska-2016-299,ell,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-HEBREW_AOA,Luniewska-2016-299,heb,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-HUNGARIAN_AOA,Luniewska-2016-299,hun,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-ICELANDIC_AOA,Luniewska-2016-299,isl,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-IRISH_AOA,Luniewska-2016-299,gle,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-XHOSA_AOA,Luniewska-2016-299,xho,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-ITALIAN_AOA,Luniewska-2016-299,ita,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-LITHUANIAN_AOA,Luniewska-2016-299,lit,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-LUXEMBOURGISH_AOA,Luniewska-2016-299,ltz,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-MALTESE_AOA,Luniewska-2016-299,mlt,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-POLISH_AOA,Luniewska-2016-299,pol,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-RUSSIAN_AOA,Luniewska-2016-299,rus,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-SOUTHAFRICANENGLISH_AOA,Luniewska-2016-299,eng,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,South-African English,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-SERBIAN_AOA,Luniewska-2016-299,srp,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-SLOVAK_AOA,Luniewska-2016-299,slk,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-SPANISH_AOA,Luniewska-2016-299,spa,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-SWEDISH_AOA,Luniewska-2016-299,swe,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2016-299-TURKISH_AOA,Luniewska-2016-299,tur,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-AFRIKAANS_AOA,Luniewska-2019-299,afr,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-AMERICANENGLISH_AOA,Luniewska-2019-299,eng,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,American English,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-CATALAN_AOA,Luniewska-2019-299,cat,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-CZECH_AOA,Luniewska-2019-299,ces,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-DANISH_AOA,Luniewska-2019-299,dan,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-DUTCH_AOA,Luniewska-2019-299,nld,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-ENGLISH_AOA,Luniewska-2019-299,eng,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-FINNISH_AOA,Luniewska-2019-299,fin,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-GAELIC_AOA,Luniewska-2019-299,gla,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-GERMAN_AOA,Luniewska-2019-299,deu,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-GREEK_AOA,Luniewska-2019-299,ell,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-HEBREW_AOA,Luniewska-2019-299,heb,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-HUNGARIAN_AOA,Luniewska-2019-299,hun,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-ICELANDIC_AOA,Luniewska-2019-299,isl,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-IRISH_AOA,Luniewska-2019-299,gle,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-XHOSA_AOA,Luniewska-2019-299,xho,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-ITALIAN_AOA,Luniewska-2019-299,ita,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-LEBANESEARABIC_AOA,Luniewska-2019-299,ara,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-LITHUANIAN_AOA,Luniewska-2019-299,lit,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-LUXEMBOURGISH_AOA,Luniewska-2019-299,ltz,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-MALAY_AOA,Luniewska-2019-299,msa,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-MALTESE_AOA,Luniewska-2019-299,mlt,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-PERSIAN_AOA,Luniewska-2019-299,fas,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-POLISH_AOA,Luniewska-2019-299,pol,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-RUSSIAN_AOA,Luniewska-2019-299,rus,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-SOUTHAFRICANENGLISH_AOA,Luniewska-2019-299,eng,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,South-African English,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-SERBIAN_AOA,Luniewska-2019-299,srp,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-SLOVAK_AOA,Luniewska-2019-299,slk,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-SPANISH_AOA,Luniewska-2019-299,spa,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-SWEDISH_AOA,Luniewska-2019-299,swe,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-TURKISH_AOA,Luniewska-2019-299,tur,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Luniewska-2019-299-WESTERNARMENIAN_AOA,Luniewska-2019-299,hye,,Native speakers were asked to estimate at which age (between 1 and 18 years) they learnt the respective word.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""18""}",
Lynott-2013-400-KNOWN_PROPORTION,Lynott-2013-400,eng,,Proportion of participants that were familiar with the meaning of the noun (0-100%).,known,,ratings,percentage,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Lynott-2013-400-AUDITORY_MEAN,Lynott-2013-400,eng,,Mean rating (0-5) of how strongly noun concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2013-400-GUSTATORY_MEAN,Lynott-2013-400,eng,,Mean rating (0-5) of how strongly noun concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2013-400-HAPTIC_MEAN,Lynott-2013-400,eng,,Mean rating (0-5) of how strongly noun concept is experienced by feeling through touch.,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2013-400-OLFACTORY_MEAN,Lynott-2013-400,eng,,Mean rating (0-5) of how strongly noun concept is experienced by smelling.,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2013-400-VISUAL_MEAN,Lynott-2013-400,eng,,Mean rating (0-5) of how strongly noun concept is experienced by seeing.,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2013-400-PERCEPTUAL_DOMINANT,Lynott-2013-400,eng,,"Modality through which noun concept is experienced most strongly (i.e., with highest strength rating).",dominant perceptual strength,,ratings,linguistic,meta,sensory modality,"{""base"": ""string"", ""format"": ""Auditory|Gustatory|Haptic|Olfactory|Visual""}",
Lynott-2013-400-PERCEPTUAL_EXCLUSIVITY,Lynott-2013-400,eng,,"Extent to which noun concept is experienced through a single perceptual modality (0 – 100%), calculated as range of strength values divided by their sum.",exclusivity perceptual strength,,ratings,percentage,meta,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Winter-2016-300-PERCEPTUAL_DOMINANT,Winter-2016-300,eng,,"Modality through which noun concept is experienced most strongly (i.e., with highest strength rating).",dominant perceptual strength,,ratings,linguistic,meta,sensory modality,"{""base"": ""string"", ""format"": ""Auditory|Gustatory|Haptic|Olfactory|Visual""}",
Winter-2016-300-VISUAL_MEAN,Winter-2016-300,eng,,Mean rating (0-5) of how strongly noun concept is experienced by seeing.,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Winter-2016-300-HAPTIC_MEAN,Winter-2016-300,eng,,Mean rating (0-5) of how strongly noun concept is experienced by feeling through touch.,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Winter-2016-300-AUDITORY_MEAN,Winter-2016-300,eng,,Mean rating (0-5) of how strongly noun concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Winter-2016-300-GUSTATORY_MEAN,Winter-2016-300,eng,,Mean rating (0-5) of how strongly noun concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Winter-2016-300-OLFACTORY_MEAN,Winter-2016-300,eng,,Mean rating (0-5) of how strongly noun concept is experienced by smelling.,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Winter-2016-300-PERCEPTUAL_EXCLUSIVITY,Winter-2016-300,eng,,"Extent to which verbs concept is experienced through a single perceptual modality (0 – 100%), calculated as range of strength values divided by their sum.",exclusivity perceptual strength,,norms,percentage,meta,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Lynott-2009-423-FAMILIARITY,Lynott-2009-423,eng,,The values represent the proportion of participants who believed that they knew the word’s meaning.,,,ratings,percentage,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Lynott-2009-423-VISUAL_MEAN,Lynott-2009-423,eng,,Mean rating (0-5) of how strongly noun concept is experienced by seeing.,visual,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2009-423-HAPTIC_MEAN,Lynott-2009-423,eng,,Mean rating (0-5) of how strongly noun concept is experienced by feeling through touch.,haptic,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2009-423-AUDITORY_MEAN,Lynott-2009-423,eng,,Mean rating (0-5) of how strongly noun concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2009-423-OLFACTORY_MEAN,Lynott-2009-423,eng,,Mean rating (0-5) of how strongly noun concept is experienced by smelling.,olfactory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2009-423-GUSTATORY_MEAN,Lynott-2009-423,eng,,Mean rating (0-5) of how strongly noun concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2009-423-PERCEPTUAL_DOMINANT,Lynott-2009-423,eng,,"Modality through which property is experienced most strongly (i.e., with highest strength rating).",dominant perceptual strength,,ratings,linguistic,meta,sensory modality,"{""base"": ""string"", ""format"": ""Auditory|Gustatory|Haptic|Olfactory|Visual""}",
Lynott-2009-423-PERCEPTUAL_EXCLUSIVITY,Lynott-2009-423,eng,,"Extent to which property is experienced through a single perceptual modality (0%–100%), calculated as range of strength values divided by their sum.",exclusivity perceptual strength,,ratings,percentage,meta,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""1""}",
Izura-2005-499-SEMANTIC_CATEGORY,Izura-2005-499,spa,,"One hundred words were selected per category from the study by [Hernández-Muñoz (2002)](sources.bib#cldf:Hernandez2002), which is an exploration of the common vocabulary shared by the Spanish community of Cuenca. The first 100 words with the highest LA scores in each category were selected for the present study.",,Hernandez2002,relations,linguistic,user,semantic field,"{""base"": ""string"", ""format"": ""intelligence|clothing|furniture|animal|body part""}",
Izura-2005-499-TYPICALITY,Izura-2005-499,spa,,"Typicality refers to the degree to which a concept (e.g., dog) is representative of a given category (e.g., animals). The participants received an explanation on the meaning of typicality with some examples and were asked to rate each word on a scale ranging from 1 (very atypical example) to 7 (very typical example).",,,ratings,mean,user,typicality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Izura-2005-499-FAMILIARITY,Izura-2005-499,spa,,"The participants were asked to estimate the degree to which they thought about or came into contact with a concept, using a 7-point scale (from 1 less than once a month to 7 many times a day).",,,ratings,mean,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Izura-2005-499-AOA,Izura-2005-499,spa,,"50 monolingual native Spanish speakers with a mean age of 23 years (range, 18–42) were asked to indicate the age at which they believed they had first learned each word.",,,ratings,mean,user,AoA,"""decimal""",
Izura-2005-499-IMAGEABILITY,Izura-2005-499,spa,,Ratings were obtained on a scale ranging from 1 (very difficult to arouse a mental image) to 7 (very easy to arouse a mental image).,,,ratings,mean,user,imageability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Izura-2005-499-LEXICAL_AVAILABILITY,Izura-2005-499,spa,,"Lexical availability denotes the readiness with which a word is produced as a member of a given category. The LA values presented here were taken from [Hernández-Muñoz (2002)](sources.bib#cldf:Hernandez2002), who collected written category generation data from 117 Spanish native speakers 17 to 18 years of age.",,Hernandez2002,ratings,mean,user,lexical availability,"""decimal""",
Izura-2005-499-FREQUENCY,Izura-2005-499,spa,,"Frequency values were taken from [Alameda and Cuetos (1995)](sources.bib#cldf:Alameda1995), which is a corpus of written Spanish text comprising 2 million words.",,Alameda1995,norms,numeric,corpus,frequency,"{""base"": ""nonNegativeInteger"", ""maximum"": ""2000000""}",
Schroeder-2012-824-SEMANTIC_CATEGORY,Schroeder-2012-824,deu,,"A group of 20 participants (15 female, 5 male) took part in the exemplar generation study. Participants were provided with a booklet containing a list of 11 category labels (VEGETABLES, VEHICLES, TOOLS, CLOTHING, FURNITURE, SPORTS, BIRDS, FRUITS, ANIMALS, PROFESSIONS, and MUSICAL INSTRUMENTS1). Each category label was presented on a separate sheet of paper. Participants were asked by written instructions to write down as many examples as they could think of for each semantic category.",,,relations,linguistic,user,semantic field,"""string""",
Schroeder-2012-824-TYPICALITY_MEAN,Schroeder-2012-824,deu,,The participants were asked to rate the typicality of the category exemplar on a 7-point scale from 1 (very good example of the category/typical) to 7 (bad example of the category/atypical),,,ratings,mean,user,typicality,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Schroeder-2012-824-AOA_MEAN,Schroeder-2012-824,deu,,Participants were asked to indicate on a 7-point scale when they thought they had learned the words.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Schroeder-2012-824-FAMILIARITY_MEAN,Schroeder-2012-824,deu,,"Participants were asked to estimate the degree to which they thought about or came in contact with a concept, using a 5-point scale ranging from 1 (very unfamiliar) to 5 (very familiar).",,,ratings,mean,user,familiarity,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Verheyen-2020-1000-AOA_MEAN,Verheyen-2020-1000,nld,,"For each word, the participants were asked to enter the age (in years) at which they thought they had learned the word.",,,ratings,mean,user,AoA,"""decimal""",
